episode,steps,epsilon,episode_reward,episode_length,loss,eval_success_rate,eval_avg_reward
406,76233,0.0574,0.0000,256,0.002738,,
407,76489,0.0542,0.0000,256,0.002828,,
408,76745,0.0510,0.0000,256,0.003738,,
409,77001,0.0479,0.0000,256,0.002859,,
410,77257,0.0447,0.0000,256,0.003308,,
411,77513,0.0415,0.0000,256,0.002891,,
412,77769,0.0384,0.0000,256,0.002438,,
413,78025,0.0352,0.0000,256,0.002684,,
414,78281,0.0320,0.0000,256,0.002292,,
415,78537,0.0289,0.0000,256,0.002285,,
416,78793,0.0257,0.0000,256,0.003045,,
417,79049,0.0225,0.0000,256,0.002270,,
418,79305,0.0194,0.0000,256,0.001816,,
419,79318,0.0192,0.9543,13,0.003929,,
420,79574,0.0160,0.0000,256,0.002683,,
421,79830,0.0129,0.0000,256,0.002451,,
422,80086,0.0100,0.0000,256,0.003773,,
423,80342,0.0100,0.0000,256,0.003773,,
424,80598,0.0100,0.0000,256,0.002490,,
425,80854,0.0100,0.0000,256,0.002496,,
426,81110,0.0100,0.0000,256,0.002869,,
427,81366,0.0100,0.0000,256,0.002202,,
428,81622,0.0100,0.0000,256,0.002507,,
429,81878,0.0100,0.0000,256,0.002254,,
430,82134,0.0100,0.0000,256,0.002383,,
431,82390,0.0100,0.0000,256,0.002476,,
432,82646,0.0100,0.0000,256,0.002483,,
433,82827,0.0100,0.3637,181,0.002209,,
434,83083,0.0100,0.0000,256,0.003276,,
435,83339,0.0100,0.0000,256,0.003055,,
436,83595,0.0100,0.0000,256,0.002896,,
437,83851,0.0100,0.0000,256,0.002834,,
438,84107,0.0100,0.0000,256,0.002253,,
439,84363,0.0100,0.0000,256,0.003665,,
440,84619,0.0100,0.0000,256,0.002878,,
441,84875,0.0100,0.0000,256,0.003241,,
442,85131,0.0100,0.0000,256,0.002232,,
443,85387,0.0100,0.0000,256,0.004089,,
444,85643,0.0100,0.0000,256,0.002531,,
445,85899,0.0100,0.0000,256,0.003552,,
446,86155,0.0100,0.0000,256,0.002686,,
447,86411,0.0100,0.0000,256,0.002989,,
448,86667,0.0100,0.0000,256,0.002665,,
449,86923,0.0100,0.0000,256,0.002274,,
450,87179,0.0100,0.0000,256,0.002550,,
451,87435,0.0100,0.0000,256,0.002783,,
452,87691,0.0100,0.0000,256,0.002566,,
453,87947,0.0100,0.0000,256,0.001895,,
454,88203,0.0100,0.0000,256,0.002249,,
455,88459,0.0100,0.0000,256,0.002194,,
456,88715,0.0100,0.0000,256,0.002324,,
457,88971,0.0100,0.0000,256,0.002638,,
458,89225,0.0100,0.1070,254,0.001988,,
459,89481,0.0100,0.0000,256,0.002019,,
460,89737,0.0100,0.0000,256,0.002221,,
461,89993,0.0100,0.0000,256,0.002380,,
462,90249,0.0100,0.0000,256,0.002288,,
463,90505,0.0100,0.0000,256,0.002261,,
464,90761,0.0100,0.0000,256,0.002482,,
465,90772,0.0100,0.9613,11,0.002244,,
466,91028,0.0100,0.0000,256,0.002367,,
467,91284,0.0100,0.0000,256,0.002724,,
468,91540,0.0100,0.0000,256,0.002557,,
469,91687,0.0100,0.4832,147,0.002603,,
470,91943,0.0100,0.0000,256,0.002251,,
471,91986,0.0100,0.8488,43,0.002502,,
472,91997,0.0100,0.9613,11,0.001357,,
473,92148,0.0100,0.4691,151,0.001997,,
474,92404,0.0100,0.0000,256,0.002262,,
475,92660,0.0100,0.0000,256,0.002783,,
476,92909,0.0100,0.1246,249,0.002627,,
477,93165,0.0100,0.0000,256,0.002944,,
478,93421,0.0100,0.0000,256,0.002766,,
479,93677,0.0100,0.0000,256,0.002478,,
480,93775,0.0100,0.6555,98,0.002279,,
481,93795,0.0100,0.9297,20,0.002339,,
482,94051,0.0100,0.0000,256,0.002270,,
483,94062,0.0100,0.9613,11,0.002533,,
484,94318,0.0100,0.0000,256,0.002666,,
485,94329,0.0100,0.9613,11,0.005104,,
486,94585,0.0100,0.0000,256,0.001919,,
487,94841,0.0100,0.0000,256,0.002589,,
488,94874,0.0100,0.8840,33,0.002715,,
489,94887,0.0100,0.9543,13,0.001608,,
490,95143,0.0100,0.0000,256,0.002530,,
491,95399,0.0100,0.0000,256,0.002475,,
492,95655,0.0100,0.0000,256,0.002341,,
493,95805,0.0100,0.4727,150,0.002820,,
494,95832,0.0100,0.9051,27,0.003015,,
495,95895,0.0100,0.7785,63,0.002366,,
496,95924,0.0100,0.8980,29,0.003598,,
497,96167,0.0100,0.1457,243,0.002300,,
498,96194,0.0100,0.9051,27,0.002179,,
499,96205,0.0100,0.9613,11,0.004569,,
500,96444,0.0100,0.1598,239,0.002930,1.0000,0.9613
501,96670,0.0100,0.2055,226,0.002395,,
502,96926,0.0100,0.0000,256,0.002861,,
503,97182,0.0100,0.0000,256,0.002683,,
504,97438,0.0100,0.0000,256,0.002712,,
505,97674,0.0100,0.1703,236,0.003232,,
506,97685,0.0100,0.9613,11,0.001613,,
507,97725,0.0100,0.8594,40,0.002987,,
508,97981,0.0100,0.0000,256,0.002927,,
509,98112,0.0100,0.5395,131,0.003822,,
510,98142,0.0100,0.8945,30,0.003588,,
511,98353,0.0100,0.2582,211,0.002276,,
512,98509,0.0100,0.4516,156,0.002672,,
513,98631,0.0100,0.5711,122,0.002143,,
514,98781,0.0100,0.4727,150,0.003603,,
515,98814,0.0100,0.8840,33,0.002158,,
516,98825,0.0100,0.9613,11,0.005214,,
517,98902,0.0100,0.7293,77,0.001688,,
518,98961,0.0100,0.7926,59,0.002262,,
519,99003,0.0100,0.8523,42,0.002574,,
520,99259,0.0100,0.0000,256,0.002280,,
521,99507,0.0100,0.1281,248,0.002447,,
522,99518,0.0100,0.9613,11,0.003108,,
523,99531,0.0100,0.9543,13,0.001204,,
524,99542,0.0100,0.9613,11,0.001339,,
525,99577,0.0100,0.8770,35,0.002124,,
526,99729,0.0100,0.4656,152,0.001797,,
527,99985,0.0100,0.0000,256,0.002032,,
528,99996,0.0100,0.9613,11,0.001495,,
529,100007,0.0100,0.9613,11,0.006584,,
530,100151,0.0100,0.4938,144,0.002438,,
531,100162,0.0100,0.9613,11,0.001508,,
532,100173,0.0100,0.9613,11,0.001992,,
533,100184,0.0100,0.9613,11,0.001551,,
534,100195,0.0100,0.9613,11,0.003399,,
535,100279,0.0100,0.7047,84,0.001999,,
536,100343,0.0100,0.7750,64,0.002126,,
537,100354,0.0100,0.9613,11,0.001419,,
538,100391,0.0100,0.8699,37,0.002172,,
539,100402,0.0100,0.9613,11,0.001652,,
540,100413,0.0100,0.9613,11,0.003648,,
541,100424,0.0100,0.9613,11,0.003293,,
542,100475,0.0100,0.8207,51,0.002453,,
543,100543,0.0100,0.7609,68,0.002890,,
544,100725,0.0100,0.3602,182,0.003065,,
545,100779,0.0100,0.8102,54,0.001896,,
546,101035,0.0100,0.0000,256,0.002268,,
547,101046,0.0100,0.9613,11,0.001498,,
548,101302,0.0100,0.0000,256,0.003305,,
549,101480,0.0100,0.3742,178,0.002657,,
550,101491,0.0100,0.9613,11,0.005132,,
551,101502,0.0100,0.9613,11,0.001377,,
552,101742,0.0100,0.1562,240,0.002810,,
553,101753,0.0100,0.9613,11,0.001410,,
554,101992,0.0100,0.1598,239,0.002612,,
555,102003,0.0100,0.9613,11,0.002889,,
556,102074,0.0100,0.7504,71,0.002262,,
557,102085,0.0100,0.9613,11,0.003067,,
558,102192,0.0100,0.6238,107,0.002897,,
559,102410,0.0100,0.2336,218,0.002412,,
560,102421,0.0100,0.9613,11,0.001292,,
561,102432,0.0100,0.9613,11,0.002318,,
562,102443,0.0100,0.9613,11,0.001981,,
563,102454,0.0100,0.9613,11,0.006249,,
564,102487,0.0100,0.8840,33,0.002769,,
565,102498,0.0100,0.9613,11,0.002332,,
566,102543,0.0100,0.8418,45,0.002263,,
567,102554,0.0100,0.9613,11,0.001844,,
568,102647,0.0100,0.6730,93,0.002999,,
569,102727,0.0100,0.7188,80,0.002765,,
570,102865,0.0100,0.5148,138,0.002619,,
571,103022,0.0100,0.4480,157,0.002137,,
572,103034,0.0100,0.9578,12,0.001642,,
